timestamp,machine_id,operator_id,task_id,site_id,engine_on,engine_rpm,engine_load_percent,engine_hours,machine_speed_kmh,fuel_level_percent,fuel_rate_lph,fuel_used_l,hydraulic_pressure_bar,coolant_temperature_c,operating_state,idle_duration_min,load_cycles,bucket_or_attachment_load_percent,seatbelt_status,nearest_person_distance_m,nearest_vehicle_distance_m,nearest_obstacle_distance_m
2025-06-13 12:02:00,M0030,OP0018,T00001,ST009,True,1660,50.2,10622.2,3.0,71.3,14.15,4.83,259.4,86.9,TRAVELING,6.0,4,0.0,FASTENED,33.4,31.5,7.2
2025-06-13 12:03:00,M0030,OP0018,T00001,ST009,True,867,10.2,10622.22,0.0,71.3,2.13,4.87,23.7,79.7,IDLE,7.0,4,0.0,FASTENED,18.6,27.4,20.3
2025-06-13 12:04:00,M0030,OP0018,T00001,ST009,True,1516,36.4,10622.23,3.0,71.2,19.52,5.2,310.5,82.9,TRAVELING,7.0,4,0.0,FASTENED,14.3,16.4,31.9
2025-06-13 12:05:00,M0030,OP0018,T00001,ST009,True,1552,64.0,10622.25,5.6,71.1,26.73,5.64,283.1,89.4,TRAVELING,7.0,4,0.0,FASTENED,15.9,28.0,29.8
2025-06-13 12:06:00,M0030,OP0018,T00001,ST009,True,1731,40.6,10622.27,1.9,71.0,17.0,5.92,236.6,88.4,DIGGING,7.0,4,68.2,FASTENED,30.6,18.8,14.8
2025-06-13 12:07:00,M0030,OP0018,T00001,ST009,True,760,5.7,10622.28,0.0,71.0,4.85,6.01,25.3,62.4,IDLE,8.0,4,0.0,FASTENED,16.1,24.7,17.9
2025-06-13 12:08:00,M0030,OP0018,T00001,ST009,True,817,10.9,10622.3,0.0,70.9,4.7,6.08,29.4,76.6,IDLE,9.0,4,0.0,FASTENED,33.9,23.5,13.6
2025-06-13 12:09:00,M0030,OP0018,T00001,ST009,True,1461,96.3,10622.32,0.7,70.9,14.74,6.33,218.4,87.0,DIGGING,9.0,5,57.6,FASTENED,29.3,27.6,9.4
2025-06-13 12:10:00,M0030,OP0018,T00001,ST009,True,657,5.0,10622.33,0.0,70.9,3.56,6.39,44.7,82.7,IDLE,10.0,5,0.0,FASTENED,30.2,14.6,24.1
2025-06-13 12:11:00,M0030,OP0018,T00001,ST009,True,1499,96.5,10622.35,2.4,70.8,13.89,6.62,252.0,90.2,DIGGING,10.0,5,83.8,FASTENED,22.3,40.2,10.5
2025-06-13 12:12:00,M0030,OP0018,T00001,ST009,True,1478,64.1,10622.37,2.8,70.7,13.42,6.84,249.1,82.7,DIGGING,10.0,5,79.6,FASTENED,27.9,23.8,10.3
2025-06-13 12:13:00,M0030,OP0018,T00001,ST009,True,1548,29.9,10622.38,2.8,70.6,17.73,7.14,298.9,93.9,DIGGING,10.0,6,99.3,FASTENED,19.4,30.7,17.5
2025-06-13 12:14:00,M0030,OP0018,T00001,ST009,True,1510,25.9,10622.4,2.5,70.6,14.8,7.39,287.6,86.1,DIGGING,10.0,6,75.9,FASTENED,30.5,34.0,2.0
2025-06-13 12:15:00,M0030,OP0018,T00001,ST009,True,676,10.2,10622.42,0.0,70.6,4.07,7.45,54.2,84.3,IDLE,11.0,6,0.0,FASTENED,19.5,21.0,25.1
2025-06-13 12:16:00,M0030,OP0018,T00001,ST009,True,1496,90.4,10622.43,2.7,70.4,30.81,7.97,209.4,86.1,DIGGING,11.0,6,80.3,FASTENED,15.2,13.4,4.0
2025-06-13 12:17:00,M0030,OP0018,T00001,ST009,True,1818,52.4,10622.45,2.4,70.4,6.48,8.08,292.6,92.3,DIGGING,11.0,6,76.8,FASTENED,21.1,13.2,20.7
2025-06-13 12:18:00,M0030,OP0018,T00001,ST009,True,1407,,10622.47,0.9,70.3,15.32,8.33,259.3,92.5,DIGGING,11.0,7,75.7,FASTENED,26.7,21.0,15.6
2025-06-13 12:19:00,M0030,OP0018,T00001,ST009,True,1643,64.4,10622.48,2.6,70.3,7.9,8.46,312.0,93.9,DIGGING,11.0,7,43.0,FASTENED,14.9,45.3,23.7
2025-06-13 12:20:00,M0030,OP0018,T00001,ST009,True,621,13.7,10622.5,0.0,70.3,4.53,8.54,31.5,70.4,IDLE,12.0,7,0.0,FASTENED,27.3,36.8,22.5
2025-06-13 12:21:00,M0030,OP0018,T00001,ST009,True,759,3.2,10622.52,0.0,70.3,1.4,8.56,56.2,82.9,IDLE,13.0,7,0.0,FASTENED,22.9,24.2,29.1
2025-06-13 12:22:00,M0030,OP0018,T00001,ST009,True,594,4.3,10622.53,0.0,70.2,2.01,8.59,54.1,83.0,IDLE,14.0,7,0.0,FASTENED,33.1,31.5,29.5
2025-06-13 12:23:00,M0030,OP0018,T00001,ST009,True,712,5.2,10622.55,0.0,70.2,4.47,8.67,25.4,75.3,IDLE,15.0,7,0.0,FASTENED,25.4,30.9,18.7
2025-06-13 12:24:00,M0030,OP0018,T00001,ST009,True,806,12.2,10622.57,0.0,70.2,2.2,8.71,22.5,87.9,IDLE,16.0,7,0.0,FASTENED,7.7,38.2,7.5
2025-06-13 12:25:00,M0030,OP0018,T00001,ST009,True,674,7.8,10622.58,0.0,70.2,4.32,8.78,36.1,76.1,IDLE,17.0,7,0.0,FASTENED,27.2,12.9,16.7
2025-06-13 12:26:00,M0030,OP0018,T00001,ST009,True,702,13.9,10622.6,0.0,70.2,3.17,8.83,28.4,74.1,IDLE,18.0,7,0.0,FASTENED,25.8,22.8,14.2
2025-06-13 12:27:00,M0030,OP0018,T00001,ST009,True,1614,,10622.62,1.4,70.1,8.41,8.97,259.7,86.0,DIGGING,18.0,8,88.9,FASTENED,8.7,21.9,10.8
2025-06-13 12:28:00,M0030,OP0018,T00001,ST009,True,1751,100.0,10622.63,0.1,70.1,10.29,9.14,236.5,88.7,LOADING,18.0,8,,FASTENED,33.8,31.5,14.3
2025-06-13 12:29:00,M0030,OP0018,T00001,ST009,True,1592,65.4,10622.65,1.1,70.0,16.8,9.42,215.7,86.1,LOADING,18.0,8,60.0,FASTENED,13.6,5.5,8.7
2025-06-13 12:30:00,M0030,OP0018,T00001,ST009,True,1579,,10622.67,2.6,69.9,18.68,9.73,208.6,93.7,LOADING,18.0,9,83.4,FASTENED,18.2,36.9,18.6
2025-06-13 12:31:00,M0030,OP0018,T00001,ST009,True,1665,79.9,10622.68,2.8,69.8,29.31,10.22,221.7,79.0,LOADING,18.0,9,63.4,FASTENED,28.9,31.7,7.9
2025-06-13 12:32:00,M0030,OP0018,T00001,ST009,True,1567,73.6,10622.7,1.1,69.7,12.19,10.43,236.8,88.3,LOADING,18.0,9,89.1,FASTENED,25.1,16.9,12.4
2025-06-13 12:33:00,M0030,OP0018,T00001,ST009,True,741,8.1,10622.72,0.0,69.7,2.24,10.46,21.9,71.1,WAITING,19.0,9,0.0,FASTENED,15.2,3.0,35.9
2025-06-13 12:34:00,M0030,OP0018,T00001,ST009,True,675,6.3,10622.73,0.0,69.7,2.19,10.5,26.7,85.2,WAITING,20.0,9,0.0,FASTENED,36.3,43.1,13.0
2025-06-13 12:35:00,M0030,OP0018,T00001,ST009,True,1501,63.9,10622.75,1.1,69.6,24.5,10.91,222.1,86.2,DIGGING,20.0,9,83.2,FASTENED,17.3,24.8,23.3
2025-06-13 12:36:00,M0030,OP0018,T00001,ST009,True,1311,53.6,10622.77,1.7,69.6,9.63,11.07,280.7,87.3,DIGGING,20.0,9,69.2,FASTENED,14.6,8.8,18.7
2025-06-13 12:37:00,M0030,OP0018,T00001,ST009,True,1330,87.5,10622.78,2.4,69.5,17.32,11.36,236.6,91.2,DIGGING,20.0,9,70.3,FASTENED,23.8,44.3,13.4
2025-06-13 12:38:00,M0030,OP0018,T00001,ST009,True,1529,65.7,10622.8,0.2,69.4,13.16,11.58,280.3,95.5,DIGGING,20.0,9,74.2,FASTENED,18.4,13.7,12.7
2025-06-13 12:39:00,M0030,OP0018,T00001,ST009,True,1651,50.6,10622.82,1.4,69.4,9.67,11.74,275.9,80.9,DUMPING,20.0,9,58.1,FASTENED,32.6,18.9,15.2
2025-06-13 12:40:00,M0030,OP0018,T00001,ST009,True,1644,85.4,10622.83,2.3,69.3,19.75,12.07,218.3,81.7,DUMPING,20.0,9,100.0,FASTENED,3.0,20.1,11.2
2025-06-13 12:41:00,M0030,OP0018,T00001,ST009,True,1515,52.0,10622.85,2.1,69.2,25.13,12.48,261.2,88.5,DUMPING,20.0,9,66.5,FASTENED,26.0,34.0,16.0
2025-06-13 12:42:00,M0030,OP0018,T00001,ST009,True,1500,63.1,10622.87,2.2,69.1,27.07,12.94,250.9,93.7,DUMPING,20.0,9,94.9,FASTENED,21.5,22.7,42.3
2025-06-13 12:43:00,M0030,OP0018,T00001,ST009,True,1544,80.2,10622.88,1.7,69.0,11.18,13.12,301.4,90.9,DUMPING,20.0,9,100.0,FASTENED,31.7,3.9,21.6
2025-06-13 12:44:00,M0030,OP0018,T00001,ST009,True,1458,70.0,10622.9,0.8,68.9,22.33,13.49,266.8,78.5,DUMPING,20.0,9,73.4,FASTENED,22.8,45.4,18.2
2025-06-13 12:45:00,M0030,OP0018,T00001,ST009,True,1597,67.6,10622.92,2.9,68.8,18.28,13.8,284.8,86.5,DUMPING,20.0,9,82.9,FASTENED,23.2,18.8,28.6
2025-06-13 12:46:00,M0030,OP0018,T00001,ST009,True,1492,57.6,10622.93,2.1,68.7,17.73,14.09,241.8,86.4,LOADING,20.0,9,74.3,FASTENED,22.3,26.7,26.4
2025-06-13 12:47:00,M0030,OP0018,T00001,ST009,True,1717,52.5,10622.95,1.2,68.6,22.86,14.48,258.3,90.3,LOADING,20.0,10,45.6,FASTENED,25.6,30.7,28.0
2025-06-13 12:48:00,M0030,OP0018,T00001,ST009,True,1471,61.1,10622.97,0.6,68.6,18.86,14.79,310.6,90.2,LOADING,20.0,11,22.2,FASTENED,29.7,14.3,21.3
2025-06-13 12:49:00,M0030,OP0018,T00001,ST009,True,867,8.6,10622.98,0.0,68.5,2.29,14.83,57.4,73.5,WAITING,21.0,11,0.0,FASTENED,14.8,38.3,31.7
2025-06-13 12:50:00,M0030,OP0018,T00001,ST009,True,1351,56.2,10623.0,1.7,68.5,17.24,15.12,277.6,86.1,LOADING,21.0,11,80.1,FASTENED,24.8,17.6,28.2
2025-06-13 12:51:00,M0030,OP0018,T00001,ST009,True,1770,,10623.02,1.7,68.4,16.72,15.39,304.4,90.2,LOADING,21.0,12,69.1,FASTENED,28.7,20.0,26.9
2025-06-13 12:52:00,M0030,OP0018,T00001,ST009,True,1294,71.3,10623.03,1.1,68.3,21.41,15.75,229.6,80.1,LOADING,21.0,12,89.0,FASTENED,11.5,20.6,21.4
2025-06-13 12:53:00,M0030,OP0018,T00001,ST009,True,1460,67.6,10623.05,1.7,68.2,22.94,16.13,240.1,88.9,DIGGING,21.0,12,90.4,FASTENED,34.7,44.2,2.0
2025-06-13 12:54:00,M0030,OP0018,T00001,ST009,True,1533,47.0,10623.07,1.1,68.1,18.36,16.44,293.6,81.6,DIGGING,21.0,12,68.1,FASTENED,26.4,43.8,21.6
2025-06-13 12:55:00,M0030,OP0018,T00001,ST009,True,1639,48.0,10623.08,2.2,68.0,16.92,16.72,205.4,85.6,DIGGING,21.0,13,87.5,FASTENED,34.2,42.0,19.0
2025-06-13 12:56:00,M0030,OP0018,T00001,ST009,True,1871,68.6,10623.1,1.3,67.9,24.65,17.13,212.5,89.0,DIGGING,21.0,13,53.2,FASTENED,34.6,20.3,6.5
2025-06-13 12:57:00,M0030,OP0018,T00001,ST009,True,1336,40.7,10623.12,1.8,67.9,12.35,17.34,280.3,79.5,DIGGING,21.0,13,96.9,FASTENED,14.6,7.0,9.7
2025-06-13 12:58:00,M0030,OP0018,T00001,ST009,True,1677,58.8,10623.13,0.7,67.8,15.05,17.59,194.1,85.3,DUMPING,21.0,13,53.4,FASTENED,23.6,37.0,12.0
2025-06-13 12:59:00,M0030,OP0018,T00001,ST009,True,1313,28.1,10623.15,1.6,67.7,14.86,17.84,280.3,94.7,DUMPING,21.0,13,55.4,FASTENED,20.6,25.8,15.6
2025-06-13 13:00:00,M0030,OP0018,T00001,ST009,True,1440,65.6,10623.17,2.5,67.7,9.99,18.0,305.1,89.6,DUMPING,21.0,14,83.2,FASTENED,24.4,20.8,9.3
2025-06-13 13:01:00,M0030,OP0018,T00001,ST009,True,1773,63.9,10623.18,1.0,67.5,27.17,18.46,220.2,89.9,DIGGING,21.0,14,72.1,FASTENED,33.4,7.4,24.3
2025-06-13 13:02:00,M0030,OP0018,T00001,ST009,True,1398,54.0,10623.2,0.8,67.5,7.02,18.57,191.7,83.0,WORKING,21.0,14,0.0,FASTENED,9.9,29.0,4.5
2025-06-13 13:03:00,M0030,OP0018,T00001,ST009,True,1600,59.3,10623.22,0.2,67.5,6.89,18.69,209.5,93.5,WORKING,21.0,14,0.0,FASTENED,25.2,39.3,17.3
2025-06-13 13:04:00,M0030,OP0018,T00001,ST009,True,737,,10623.23,0.0,67.5,3.16,18.74,50.7,69.6,IDLE,22.0,14,0.0,FASTENED,12.9,18.9,17.1
2025-06-13 13:05:00,M0030,OP0018,T00001,ST009,True,1511,58.7,10623.25,1.0,67.4,21.05,19.09,221.0,82.3,DIGGING,22.0,15,50.7,FASTENED,36.5,21.0,28.4
2025-06-13 13:06:00,M0030,OP0018,T00001,ST009,True,1544,58.1,10623.27,2.8,67.3,15.54,19.35,274.7,81.2,DIGGING,22.0,15,88.5,FASTENED,35.6,7.1,27.4
2025-06-13 13:07:00,M0030,OP0018,T00001,ST009,True,1622,65.4,10623.28,0.2,67.2,15.81,19.61,261.3,87.0,DIGGING,22.0,15,64.8,FASTENED,24.7,32.0,21.9
2025-06-13 13:08:00,M0030,OP0018,T00001,ST009,True,1566,51.1,10623.3,1.7,67.1,20.76,19.96,318.6,84.0,DIGGING,22.0,16,55.7,FASTENED,28.0,25.8,12.1
2025-06-13 13:09:00,M0030,OP0018,T00001,ST009,True,1643,53.6,10623.32,2.0,67.0,24.49,20.37,284.9,87.0,DIGGING,22.0,16,67.9,FASTENED,18.9,15.0,20.1
2025-06-13 13:10:00,M0030,OP0018,T00001,ST009,True,1604,74.8,10623.33,0.1,66.9,18.44,20.68,233.3,83.5,DIGGING,22.0,17,37.5,FASTENED,22.7,3.0,8.5
2025-06-13 13:11:00,M0030,OP0018,T00001,ST009,True,1593,60.1,10623.35,2.9,66.9,14.08,20.91,263.3,86.6,DIGGING,22.0,17,67.4,FASTENED,26.4,45.7,26.6
2025-06-13 13:12:00,M0030,OP0018,T00001,ST009,True,1670,56.4,10623.37,1.6,66.8,10.57,21.09,244.2,91.3,DIGGING,22.0,17,87.1,FASTENED,31.3,48.3,11.7
2025-06-13 13:13:00,M0030,OP0018,T00001,ST009,True,1404,66.2,10623.38,0.8,66.8,8.74,21.23,301.1,97.2,DIGGING,22.0,17,56.7,FASTENED,23.1,33.9,14.3
2025-06-13 13:14:00,M0030,OP0018,T00001,ST009,True,1679,60.4,10623.4,0.7,66.7,10.85,21.41,223.5,80.6,DIGGING,22.0,18,39.9,FASTENED,18.1,22.7,16.8
2025-06-13 13:15:00,M0030,OP0018,T00001,ST009,True,1550,55.2,10623.42,1.4,66.7,7.7,21.54,260.4,98.3,WORKING,22.0,18,0.0,FASTENED,24.7,25.1,41.5
2025-06-13 13:16:00,M0030,OP0018,T00001,ST009,True,1570,41.5,10623.43,2.6,66.7,8.8,21.69,209.7,92.4,WORKING,22.0,18,0.0,FASTENED,21.8,30.1,25.5
2025-06-13 13:17:00,M0030,OP0018,T00001,ST009,True,1578,64.5,10623.45,1.3,66.5,25.58,22.11,266.0,88.0,REVERSING,22.0,18,0.0,FASTENED,8.7,39.8,20.9
2025-06-13 13:18:00,M0030,OP0018,T00001,ST009,True,1550,63.0,10623.47,2.8,66.5,14.59,22.36,265.5,86.2,DIGGING,22.0,19,68.2,FASTENED,9.7,16.2,23.8
2025-06-13 13:19:00,M0030,OP0018,T00001,ST009,True,1577,55.8,10623.48,0.6,66.4,17.68,22.65,255.0,96.0,DIGGING,22.0,20,42.7,FASTENED,35.1,12.7,22.1
2025-06-13 13:20:00,M0030,OP0018,T00001,ST009,True,1551,41.6,10623.5,6.2,66.3,22.24,23.02,268.6,83.9,REVERSING,22.0,20,0.0,FASTENED,25.3,31.7,17.0
2025-06-13 13:21:00,M0030,OP0018,T00001,ST009,True,1634,68.3,10623.52,5.3,66.2,20.82,23.37,278.5,82.5,TRAVELING,22.0,20,0.0,FASTENED,46.8,26.3,4.7
2025-06-13 13:22:00,M0030,OP0018,T00001,ST009,True,1477,76.4,10623.53,2.1,66.1,17.97,23.67,289.5,94.7,DUMPING,22.0,20,88.0,FASTENED,7.5,21.1,17.0
2025-06-13 13:23:00,M0030,OP0018,T00001,ST009,True,1289,57.9,10623.55,2.4,66.0,18.45,23.98,254.0,94.6,DUMPING,22.0,20,62.7,FASTENED,37.0,7.8,37.8
2025-06-13 13:24:00,M0030,OP0018,T00001,ST009,True,1607,70.2,10623.57,0.2,65.9,27.55,24.44,232.0,96.0,DUMPING,22.0,20,100.0,FASTENED,29.5,35.3,22.6
2025-06-13 13:25:00,M0030,OP0018,T00001,ST009,True,1693,35.3,10623.58,2.0,65.9,12.24,24.64,198.0,84.4,DUMPING,22.0,20,66.5,FASTENED,6.9,39.7,7.5
2025-06-13 13:26:00,M0030,OP0018,T00001,ST009,True,1511,71.2,10623.6,2.0,65.8,21.56,25.0,312.0,82.9,DUMPING,22.0,20,55.5,FASTENED,26.8,28.3,2.0
2025-06-13 13:27:00,M0030,OP0018,T00001,ST009,True,1408,66.6,10623.62,0.5,65.7,10.07,25.17,245.7,85.0,DIGGING,22.0,21,48.9,FASTENED,29.7,22.5,9.4
2025-06-13 13:28:00,M0030,OP0018,T00001,ST009,True,1521,47.2,10623.63,2.6,65.6,19.47,25.49,282.7,89.4,DUMPING,22.0,21,68.2,FASTENED,27.7,23.1,18.3
2025-06-13 13:29:00,M0030,OP0018,T00001,ST009,True,1549,54.4,10623.65,1.8,65.6,7.06,25.61,307.9,79.1,DUMPING,22.0,21,49.5,FASTENED,28.2,43.4,22.9
2025-06-13 13:30:00,M0030,OP0018,T00001,ST009,True,1647,85.8,10623.67,5.5,65.5,26.97,26.06,270.8,96.5,REVERSING,22.0,21,0.0,FASTENED,20.6,20.0,16.2
2025-06-13 13:31:00,M0030,OP0018,T00001,ST009,True,1616,88.5,10623.68,3.7,65.4,16.13,26.33,252.6,94.3,REVERSING,22.0,21,0.0,FASTENED,15.3,18.0,21.6
2025-06-13 13:32:00,M0030,OP0018,T00001,ST009,True,1375,59.4,10623.7,3.0,65.3,19.65,26.65,257.4,84.0,REVERSING,22.0,21,0.0,FASTENED,12.7,35.4,18.7
2025-06-13 13:33:00,M0030,OP0018,T00001,ST009,True,1521,96.5,10623.72,4.0,65.2,13.36,26.88,209.8,90.0,REVERSING,22.0,21,0.0,FASTENED,15.4,24.9,17.5
2025-06-13 13:34:00,M0030,OP0018,T00001,ST009,True,1704,55.0,10623.73,2.2,65.2,8.87,27.03,248.6,90.4,DIGGING,22.0,22,79.7,FASTENED,18.4,16.9,22.5
2025-06-13 13:35:00,M0030,OP0018,T00001,ST009,True,1542,72.5,10623.75,0.3,65.1,14.6,27.27,267.2,100.6,DIGGING,22.0,22,62.8,FASTENED,19.3,12.8,2.0
2025-06-13 13:36:00,M0030,OP0018,T00001,ST009,True,1431,39.0,10623.77,2.0,65.1,6.97,27.38,292.5,90.5,DIGGING,22.0,22,62.2,FASTENED,9.6,25.9,19.3
2025-06-13 13:37:00,M0030,OP0018,T00001,ST009,True,1694,76.0,10623.78,2.9,65.0,18.17,27.69,276.1,97.2,DUMPING,22.0,22,77.9,FASTENED,23.3,30.8,4.3
2025-06-13 13:38:00,M0030,OP0018,T00001,ST009,True,1496,28.5,10623.8,1.8,64.9,18.21,27.99,252.0,94.6,DUMPING,22.0,22,49.6,FASTENED,23.6,29.5,22.2
2025-06-13 13:39:00,M0030,OP0018,T00001,ST009,True,1291,43.0,10623.82,0.4,64.9,8.0,28.12,336.2,92.9,DIGGING,22.0,22,73.2,FASTENED,24.8,15.0,20.9
2025-06-13 13:40:00,M0030,OP0018,T00001,ST009,True,829,13.3,10623.83,0.0,64.9,3.41,28.18,,91.9,IDLE,23.0,22,0.0,FASTENED,33.7,20.3,42.4
2025-06-13 13:41:00,M0030,OP0018,T00001,ST009,True,769,9.8,10623.85,0.0,64.9,5.11,28.27,49.2,82.3,IDLE,24.0,22,0.0,FASTENED,6.4,38.3,20.2
2025-06-13 13:42:00,M0030,OP0018,T00001,ST009,True,1337,29.6,10623.87,0.6,64.8,15.98,28.53,264.0,87.7,DIGGING,24.0,22,73.5,FASTENED,24.2,22.5,7.0
2025-06-13 13:43:00,M0030,OP0018,T00001,ST009,True,1624,74.9,10623.88,2.4,64.7,26.19,28.97,,91.1,DIGGING,24.0,23,54.3,FASTENED,39.5,26.0,31.8
2025-06-13 13:44:00,M0030,OP0018,T00001,ST009,True,686,13.5,10623.9,0.0,64.7,1.66,29.0,33.1,82.0,IDLE,25.0,23,0.0,FASTENED,35.2,51.2,16.4
2025-06-13 13:45:00,M0030,OP0018,T00001,ST009,True,807,14.4,10623.92,0.0,64.6,2.95,29.05,37.8,75.2,IDLE,26.0,23,0.0,FASTENED,9.3,26.5,26.3
2025-06-13 13:46:00,M0030,OP0018,T00001,ST009,True,1558,63.1,10623.93,0.3,64.6,7.43,29.17,230.0,82.6,DIGGING,26.0,24,52.6,FASTENED,4.6,10.2,2.3
2025-06-13 13:47:00,M0030,OP0018,T00001,ST009,True,1632,70.7,10623.95,0.6,64.5,23.84,29.57,182.3,82.4,DIGGING,26.0,24,85.7,FASTENED,20.6,36.8,22.6
2025-06-13 13:48:00,M0030,OP0018,T00001,ST009,True,1718,68.6,10623.97,0.9,64.4,18.49,29.88,281.6,89.4,DIGGING,26.0,24,91.1,FASTENED,25.8,32.6,14.7
2025-06-13 13:49:00,M0030,OP0018,T00001,ST009,True,1521,53.2,10623.98,0.4,64.4,11.74,30.07,252.7,97.2,DIGGING,26.0,24,100.0,FASTENED,12.4,20.5,26.3
2025-06-13 13:50:00,M0030,OP0018,T00001,ST009,True,1553,63.1,10624.0,3.0,64.3,10.36,30.24,211.0,89.2,DIGGING,26.0,25,68.4,FASTENED,9.2,17.1,26.5
2025-06-13 13:51:00,M0030,OP0018,T00001,ST009,True,1368,70.6,10624.02,2.8,64.3,8.73,30.39,228.6,89.9,DIGGING,26.0,25,100.0,FASTENED,24.2,13.4,27.8
2025-06-13 13:52:00,M0030,OP0018,T00001,ST009,True,1787,54.3,10624.03,2.4,64.2,17.34,30.68,240.6,93.9,DIGGING,26.0,26,62.8,FASTENED,17.1,27.9,22.5
