timestamp,operator_id,machine_id,task_id,idle_ratio,average_rpm,max_rpm,average_speed,hard_braking_count,rapid_acceleration_count,reverse_count,seatbelt_violation_count,proximity_event_count,fuel_efficiency,task_efficiency,behavior_score
2025-01-02 06:00:00,OP0014,M0010,,0.137,1857.0,2150.0,2.7,1,0,12,0,1,18.07,0.885,72.5
2025-01-02 07:00:00,OP0023,M0021,,0.147,1646.0,1838.0,7.7,3,0,4,1,0,9.25,0.453,74.7
2025-01-02 07:00:00,OP0046,M0023,,0.264,2307.0,2600.0,7.9,3,0,4,1,0,21.97,0.689,71.7
2025-01-02 07:00:00,OP0005,M0030,,0.189,1593.0,1716.0,1.8,1,0,6,0,0,22.08,0.606,85.7
2025-01-02 08:18:00,OP0035,M0021,T00461,0.28,1413.0,1981.0,3.4,0,0,11,0,0,9.33,,73.3
2025-01-02 09:00:00,OP0008,M0029,,0.233,2461.0,2600.0,6.2,0,1,4,0,1,27.91,0.381,67.1
2025-01-02 09:00:00,OP0047,M0009,,0.046,2377.0,2529.0,4.7,3,0,7,1,0,22.55,0.81,73.5
2025-01-02 09:16:00,OP0030,M0008,T00522,0.293,1416.0,2039.0,1.5,0,0,27,0,0,14.4,,58.3
2025-01-02 10:00:00,OP0035,M0030,,0.028,1678.0,2068.0,1.2,1,1,5,0,0,7.55,0.962,89.1
2025-01-02 10:26:00,OP0003,M0001,T00422,0.217,1452.0,1960.0,1.6,0,0,16,0,0,14.88,,83.3
2025-01-02 12:00:00,OP0048,M0009,,0.216,1713.0,2019.0,1.6,0,0,4,0,0,12.17,0.54,84.2
2025-01-02 13:00:00,OP0002,M0040,,0.18,2110.0,2332.0,9.2,0,1,4,0,0,18.59,0.769,87.5
2025-01-02 13:38:00,OP0010,M0023,T00017,0.153,1955.0,2605.0,2.8,0,0,9,0,1,18.59,,71.8
2025-01-02 14:00:00,OP0029,M0007,,0.18,2008.0,2368.0,6.6,1,1,12,2,0,6.6,0.72,63.3
2025-01-02 14:00:00,OP0047,M0038,,0.074,2500.0,2600.0,1.0,1,1,5,1,0,24.02,0.836,78.9
2025-01-02 14:00:00,OP0033,M0008,,0.165,1547.0,1714.0,3.5,1,2,3,1,0,11.44,0.965,67.1
2025-01-02 14:02:00,OP0040,M0014,T00710,0.146,1720.0,2240.0,13.9,0,1,15,0,0,24.6,,78.9
2025-01-02 14:18:00,OP0015,M0037,T00635,0.221,1463.0,1983.0,2.9,0,0,16,0,0,7.71,,71.3
2025-01-02 15:00:00,OP0020,M0039,,0.069,1570.0,1846.0,4.0,3,1,6,1,0,8.07,0.552,78.5
2025-01-02 15:00:00,OP0004,M0039,,0.113,1984.0,2233.0,3.4,1,1,10,0,0,10.61,0.91,70.7
2025-01-02 15:54:00,OP0017,M0012,T00283,0.2,1809.0,2391.0,12.6,0,0,2,0,0,23.8,,87.0
2025-01-03 06:46:00,OP0002,M0017,T00780,0.196,1660.0,2209.0,5.1,0,0,9,0,0,11.26,,81.6
2025-01-03 08:00:00,OP0047,M0027,,0.01,2464.0,2600.0,3.5,1,2,15,0,0,9.53,0.928,87.9
2025-01-03 10:00:00,OP0014,M0026,,0.175,1581.0,1715.0,11.2,0,1,7,1,0,8.13,1.183,77.4
2025-01-03 10:00:00,OP0015,M0003,,0.216,1343.0,1699.0,5.7,0,2,2,1,0,27.41,0.315,72.0
2025-01-03 12:00:00,OP0009,M0014,,0.328,1965.0,2167.0,19.9,1,1,4,1,2,20.41,0.589,39.0
2025-01-03 13:00:00,OP0004,M0017,,0.182,1890.0,2020.0,1.2,0,1,5,0,0,11.87,0.801,89.6
2025-01-03 13:00:00,OP0018,M0035,,0.231,1320.0,1557.0,11.3,0,2,6,0,2,17.5,0.78,60.0
2025-01-03 13:00:00,OP0014,M0009,,0.141,1688.0,1929.0,3.5,1,0,8,0,0,19.58,1.013,87.5
2025-01-03 14:00:00,OP0041,M0015,,0.367,1661.0,2024.0,2.9,0,4,4,0,0,13.79,0.661,61.2
2025-01-03 15:00:00,OP0048,M0002,,0.098,1611.0,1772.0,7.9,1,0,2,0,0,8.84,0.707,91.8
2025-01-03 15:00:00,OP0016,M0025,,0.274,2160.0,2348.0,11.6,1,0,8,0,0,8.03,0.926,77.8
2025-01-03 15:00:00,OP0052,M0017,,0.254,2101.0,2210.0,12.8,0,3,2,1,0,8.53,0.589,55.5
2025-01-04 06:00:00,OP0014,M0012,,0.247,1843.0,2176.0,11.1,1,1,4,0,0,34.01,1.041,86.8
2025-01-04 06:00:00,OP0036,M0013,,0.131,2215.0,2408.0,11.2,2,1,4,0,0,9.99,0.497,86.0
2025-01-04 07:00:00,OP0002,M0026,,0.16,1980.0,2188.0,11.7,0,1,5,0,0,8.89,0.78,84.6
2025-01-04 07:42:00,OP0044,M0036,T00708,0.275,1552.0,2196.0,2.3,0,0,43,2,1,19.9,,22.7
2025-01-04 08:00:00,OP0044,M0032,,0.115,1669.0,1825.0,3.5,0,2,4,0,0,28.49,0.943,84.7
2025-01-04 08:00:00,OP0040,M0013,,0.025,1935.0,2167.0,1.3,1,0,5,0,0,6.15,0.66,98.2
2025-01-04 10:00:00,OP0029,M0005,,0.195,1942.0,2125.0,23.9,0,0,6,3,1,18.62,0.464,51.5
2025-01-04 10:00:00,OP0045,M0018,,0.211,1983.0,2333.0,2.9,1,1,5,1,0,8.44,0.479,65.9
2025-01-04 10:00:00,OP0053,M0024,,0.201,2500.0,2600.0,3.2,1,0,8,0,0,7.29,0.869,74.4
2025-01-04 10:42:00,OP0010,M0028,T00052,0.49,1396.0,2335.0,0.8,0,0,0,0,0,12.04,,73.1
2025-01-04 11:00:00,OP0053,M0011,,0.057,2500.0,2600.0,7.1,1,0,11,3,0,11.21,0.745,70.8
2025-01-04 11:00:00,OP0017,M0009,,0.103,1906.0,2161.0,4.4,1,0,6,0,0,12.89,0.785,85.9
2025-01-04 12:00:00,OP0021,M0031,,0.263,1970.0,2339.0,9.0,1,1,3,0,0,16.75,0.916,78.7
2025-01-04 13:00:00,OP0020,M0032,,0.239,1373.0,1562.0,2.1,0,1,6,1,0,30.56,0.628,66.5
2025-01-04 13:00:00,OP0001,M0025,,0.176,1720.0,1987.0,6.8,1,1,5,0,0,17.17,0.945,76.3
2025-01-04 15:00:00,OP0055,M0023,,0.178,2085.0,2259.0,7.9,2,0,7,1,1,19.12,0.722,62.0
2025-01-04 15:00:00,OP0017,M0036,,0.12,1875.0,2245.0,1.3,1,2,12,0,1,23.48,0.812,67.0
2025-01-05 07:00:00,OP0020,M0019,,0.154,1777.0,2042.0,11.7,2,0,12,0,0,10.22,0.496,68.3
2025-01-05 07:00:00,OP0004,M0021,,0.085,2032.0,2225.0,9.8,0,0,4,0,0,12.01,0.891,90.5
2025-01-05 07:00:00,OP0045,M0004,,0.405,2396.0,2600.0,11.8,0,0,6,1,0,14.14,0.468,64.1
2025-01-05 07:00:00,OP0026,M0039,,0.133,1888.0,2081.0,2.9,1,1,4,0,1,19.69,0.985,75.6
2025-01-05 07:05:00,OP0018,M0013,T00263,0.267,1481.0,2090.0,1.7,0,0,13,0,0,6.97,,76.9
2025-01-05 08:00:00,OP0028,M0021,,0.227,1680.0,2034.0,1.9,0,1,6,0,0,13.15,0.769,82.3
2025-01-05 08:00:00,OP0029,M0023,,0.189,2015.0,2252.0,10.3,0,1,7,1,0,12.78,0.419,74.0
2025-01-05 08:00:00,OP0021,M0020,,0.233,2176.0,2305.0,9.2,0,1,5,0,0,5.15,1.068,80.5
2025-01-05 08:00:00,OP0011,M0031,,0.282,1915.0,2087.0,4.4,4,2,11,0,2,8.83,0.598,40.7
2025-01-05 08:00:00,OP0024,M0026,,0.13,2117.0,2414.0,7.0,0,1,7,1,0,15.61,0.527,80.1
2025-01-05 09:00:00,OP0055,M0008,,0.092,1882.0,2273.0,4.4,1,0,7,0,2,23.53,0.647,65.1
2025-01-05 09:00:00,OP0001,M0031,,0.06,1932.0,2326.0,6.7,0,3,6,0,0,11.98,0.738,93.7
2025-01-05 10:00:00,OP0023,M0014,,0.191,2094.0,2401.0,8.2,3,0,7,1,0,18.89,0.385,62.7
2025-01-05 10:00:00,OP0054,M0021,,0.027,2044.0,2205.0,12.3,0,0,5,0,0,12.74,0.769,97.1
2025-01-05 12:00:00,OP0036,M0042,,0.111,2037.0,2201.0,2.5,1,1,7,0,0,18.59,0.59,83.2
2025-01-05 12:00:00,OP0045,M0022,,0.277,1937.0,2324.0,21.2,0,0,2,1,2,21.54,0.605,56.7
2025-01-05 15:00:00,OP0040,M0036,,0.075,1595.0,1784.0,1.3,1,1,7,0,0,19.12,0.79,87.2
2025-01-06 06:00:00,OP0045,M0016,,0.297,2402.0,2600.0,6.4,1,0,2,2,0,11.93,0.481,62.0
2025-01-06 06:00:00,OP0051,M0023,,0.215,1743.0,1907.0,2.9,0,1,5,0,0,11.05,0.84,84.1
2025-01-06 07:00:00,OP0050,M0029,,0.111,1625.0,1900.0,4.2,0,1,11,0,0,11.54,0.991,76.5
2025-01-06 07:00:00,OP0010,M0027,,0.108,2063.0,2259.0,3.7,1,0,2,0,0,22.69,1.015,86.2
2025-01-06 08:00:00,OP0010,M0013,,0.109,2314.0,2597.0,6.4,0,0,7,0,0,3.9,0.909,95.7
2025-01-06 08:00:00,OP0050,M0034,,0.054,1895.0,2213.0,3.2,0,2,7,0,0,17.62,0.934,97.9
2025-01-06 09:00:00,OP0049,M0005,,0.213,1989.0,2100.0,7.7,1,0,7,0,0,24.17,0.785,81.9
2025-01-06 09:48:00,OP0014,M0031,T00267,0.25,1555.0,2235.0,3.7,0,1,1,0,0,13.67,,73.8
2025-01-06 10:00:00,OP0018,M0039,,0.154,1669.0,1999.0,3.8,1,1,4,0,0,19.07,0.694,83.6
2025-01-06 10:00:00,OP0045,M0022,,0.325,2152.0,2447.0,18.6,1,0,5,2,2,16.16,0.508,42.4
2025-01-06 11:00:00,OP0025,M0031,,0.196,1862.0,2019.0,10.4,2,3,10,0,0,21.18,0.809,69.4
2025-01-06 11:00:00,OP0022,M0020,,0.092,1740.0,1986.0,6.2,1,0,5,1,0,5.11,0.607,76.3
2025-01-06 12:00:00,OP0001,M0042,,0.078,1541.0,1796.0,2.6,0,1,2,0,0,9.66,0.681,95.2
2025-01-06 12:00:00,OP0033,M0011,,0.14,1872.0,1989.0,11.8,0,1,6,0,0,6.89,0.916,89.0
2025-01-06 12:00:00,OP0021,M0028,,0.169,1979.0,2285.0,1.7,1,1,7,0,0,21.25,0.908,81.3
2025-01-06 12:00:00,OP0013,M0038,,0.144,1790.0,2145.0,3.8,1,0,2,0,1,13.6,0.694,74.7
2025-01-06 12:00:00,OP0033,M0019,,0.079,1865.0,2255.0,5.0,1,0,3,0,0,4.91,0.928,98.9
2025-01-06 13:00:00,OP0028,M0026,,0.2,1735.0,1940.0,11.4,1,2,5,0,0,5.69,0.764,81.3
2025-01-06 13:00:00,OP0036,M0020,,0.116,2260.0,2411.0,11.2,2,0,8,1,0,4.77,0.517,81.2
2025-01-06 13:00:00,OP0040,M0013,,0.078,2089.0,2396.0,3.3,3,0,2,0,0,3.86,0.878,82.6
2025-01-06 14:00:00,OP0027,M0001,,0.255,1488.0,1857.0,3.5,0,3,2,0,0,18.5,0.785,79.3
2025-01-06 15:00:00,OP0001,M0015,,0.03,1868.0,2141.0,2.6,1,3,9,0,0,15.96,0.929,82.9
2025-01-06 15:00:00,OP0047,M0025,,0.037,2484.0,2585.0,10.8,0,1,8,0,1,9.35,0.902,85.5
2025-01-06 15:00:00,OP0050,M0004,,0.125,1760.0,2023.0,8.1,1,1,9,0,1,13.99,0.995,77.3
2025-01-07 06:00:00,OP0048,M0029,,0.112,1720.0,1884.0,5.6,2,1,4,0,0,24.4,0.591,85.1
2025-01-07 06:00:00,OP0037,M0036,,0.173,2161.0,2359.0,7.0,1,1,3,1,0,11.84,0.485,78.3
2025-01-07 07:00:00,OP0016,M0038,,0.314,2184.0,2350.0,5.1,2,2,8,0,0,19.07,0.802,70.9
2025-01-07 07:00:00,OP0024,M0039,,0.226,1692.0,1963.0,4.7,1,1,5,2,0,9.71,0.636,74.1
2025-01-07 08:00:00,OP0002,M0033,,0.145,1849.0,2035.0,6.6,0,1,2,0,0,12.07,0.645,90.8
2025-01-07 08:00:00,OP0052,M0004,,0.219,2225.0,2586.0,12.1,0,1,6,2,0,10.4,0.571,70.0
2025-01-07 08:00:00,OP0013,M0036,,0.127,1581.0,1873.0,1.7,0,1,11,2,1,11.1,0.709,59.2
2025-01-07 08:00:00,OP0022,M0011,,0.029,2364.0,2518.0,5.2,0,1,9,2,0,9.73,0.814,78.2
2025-01-07 08:29:00,OP0007,M0007,T00721,0.296,1510.0,2095.0,2.2,0,0,36,1,0,8.35,,46.0
2025-01-07 09:00:00,OP0048,M0002,,0.049,1863.0,2129.0,1.9,1,2,6,0,0,21.04,0.738,89.3
2025-01-07 11:00:00,OP0044,M0042,,0.08,2378.0,2580.0,6.7,0,0,5,0,0,14.89,0.848,90.3
2025-01-07 11:18:00,OP0052,M0021,T00495,0.117,1892.0,2393.0,5.9,0,0,3,8,0,13.32,,30.8
2025-01-07 11:33:00,OP0032,M0030,T00589,0.263,1477.0,2100.0,1.5,0,0,3,1,0,14.3,,75.8
2025-01-07 12:00:00,OP0024,M0009,,0.082,1856.0,2085.0,2.5,2,0,10,1,1,17.79,0.643,60.6
2025-01-07 12:00:00,OP0038,M0013,,0.228,1945.0,2266.0,2.6,1,0,8,0,0,12.36,0.582,84.2
2025-01-07 12:00:00,OP0024,M0012,,0.193,1754.0,1865.0,1.7,0,2,9,0,0,29.06,0.808,78.0
2025-01-07 13:00:00,OP0051,M0039,,0.248,1441.0,1673.0,1.6,1,0,4,0,0,24.38,0.711,82.1
2025-01-07 13:00:00,OP0028,M0015,,0.147,1671.0,1867.0,1.6,0,0,5,0,0,24.66,0.938,86.6
2025-01-07 14:00:00,OP0030,M0036,,0.104,1496.0,1794.0,3.4,2,1,5,1,0,14.06,0.632,83.5
2025-01-07 14:00:00,OP0021,M0013,,0.169,2307.0,2600.0,9.4,0,1,3,0,0,8.03,0.842,82.2
2025-01-07 14:00:00,OP0017,M0039,,0.058,1765.0,2150.0,4.3,0,0,5,0,0,13.43,0.847,100.0
2025-01-07 14:18:00,OP0001,M0003,T00258,0.253,1472.0,1947.0,2.6,0,0,13,0,0,19.7,,73.7
2025-01-08 06:00:00,OP0036,M0037,,0.2,2470.0,2600.0,1.6,2,0,5,0,0,8.57,0.436,83.8
2025-01-08 07:00:00,OP0052,M0018,,0.147,1962.0,2341.0,2.4,1,0,5,0,1,9.59,0.606,79.0
2025-01-08 08:00:00,OP0003,M0020,,0.253,1614.0,1947.0,9.9,0,0,7,0,0,12.54,0.625,84.8
2025-01-08 09:00:00,OP0026,M0040,,0.171,2009.0,2186.0,8.6,0,0,9,1,0,21.14,1.072,77.0
2025-01-08 09:00:00,OP0021,M0019,,0.144,1968.0,2250.0,9.7,0,0,5,0,1,12.22,0.948,88.1
2025-01-08 09:00:00,OP0036,M0029,,0.051,2096.0,2254.0,2.5,0,1,7,0,0,21.88,0.577,90.5
2025-01-08 09:00:00,OP0026,M0029,,0.061,1680.0,1836.0,5.2,0,0,4,1,0,15.73,0.791,92.2
2025-01-08 10:00:00,OP0035,M0038,,0.067,1652.0,1960.0,6.9,2,0,7,0,0,10.4,0.764,88.0
2025-01-08 10:00:00,OP0036,M0039,,0.089,1902.0,2186.0,2.9,1,1,7,1,0,8.17,0.517,76.4
2025-01-08 10:00:00,OP0005,M0010,,0.123,1941.0,2158.0,3.1,0,0,11,1,0,10.74,0.826,71.6
2025-01-08 11:00:00,OP0055,M0014,,0.14,1844.0,2143.0,2.7,1,1,11,1,1,31.47,0.746,63.5
2025-01-08 11:00:00,OP0014,M0033,,0.091,1752.0,2023.0,9.0,0,0,10,0,0,16.19,0.986,91.7
2025-01-08 11:00:00,OP0001,M0017,,0.061,1742.0,2072.0,11.5,1,1,5,0,0,10.69,0.966,94.3
2025-01-08 12:00:00,OP0040,M0015,,0.117,1977.0,2238.0,2.4,2,0,5,0,0,18.71,0.756,83.8
2025-01-08 12:00:00,OP0018,M0033,,0.144,1451.0,1838.0,3.4,1,1,3,0,2,8.9,0.814,64.1
2025-01-08 13:12:00,OP0037,M0035,T00047,0.333,1845.0,2784.0,6.2,0,1,0,1,0,11.87,,66.8
2025-01-08 14:00:00,OP0048,M0035,,0.163,2016.0,2178.0,10.9,1,0,10,0,0,15.41,0.607,78.9
2025-01-08 14:00:00,OP0041,M0013,,0.366,1767.0,2068.0,7.5,1,2,8,0,0,6.97,0.693,64.6
2025-01-08 14:00:00,OP0033,M0013,,0.057,1762.0,2093.0,11.7,1,0,7,0,1,9.66,0.591,85.2
2025-01-08 15:00:00,OP0051,M0038,,0.284,1765.0,1973.0,3.5,2,0,4,0,0,16.68,0.956,81.9
2025-01-08 15:00:00,OP0035,M0035,,0.035,1786.0,2031.0,5.7,0,2,5,0,0,8.64,0.593,100.0
2025-01-08 15:00:00,OP0054,M0021,,0.017,1853.0,2142.0,3.1,0,1,8,0,0,13.81,0.713,91.2
2025-01-08 15:00:00,OP0011,M0030,,0.28,1776.0,1954.0,2.8,2,1,4,0,0,7.74,0.578,74.0
2025-01-08 15:00:00,OP0032,M0040,,0.15,1656.0,1767.0,12.4,1,2,8,0,0,13.1,1.039,79.6
2025-01-09 06:00:00,OP0025,M0017,,0.133,2000.0,2168.0,9.2,0,0,6,0,0,5.6,0.953,91.6
2025-01-09 06:00:00,OP0003,M0014,,0.182,1751.0,1883.0,14.5,1,0,5,0,0,28.85,0.64,86.3
2025-01-09 06:00:00,OP0004,M0033,,0.043,1945.0,2157.0,10.7,0,1,6,0,0,14.53,0.985,91.2
2025-01-09 07:00:00,OP0014,M0013,,0.141,1739.0,2113.0,7.6,2,1,3,0,1,3.95,1.037,75.2
2025-01-09 07:33:00,OP0039,M0024,T00432,0.338,1490.0,2196.0,2.4,0,0,12,1,1,13.75,,49.2
2025-01-09 08:00:00,OP0008,M0008,,0.256,2120.0,2446.0,1.5,0,0,7,2,1,23.39,0.438,57.7
2025-01-09 08:00:00,OP0051,M0040,,0.182,1664.0,2035.0,12.2,0,2,2,0,0,12.14,0.958,85.3
2025-01-09 08:00:00,OP0039,M0017,,0.159,1825.0,2043.0,12.0,2,0,6,0,1,15.87,0.896,76.4
2025-01-09 08:00:00,OP0029,M0005,,0.139,1749.0,1884.0,20.1,1,1,5,2,0,10.87,0.549,68.0
2025-01-09 08:54:00,OP0050,M0002,T00170,0.225,1600.0,2196.0,3.7,0,0,55,0,0,14.85,,36.6
2025-01-09 09:10:00,OP0037,M0040,T00593,0.148,2167.0,2793.0,3.9,0,0,21,0,0,20.07,,71.3
2025-01-09 10:00:00,OP0019,M0033,,0.284,1727.0,2073.0,1.2,1,2,5,0,0,6.95,0.435,71.5
2025-01-09 10:00:00,OP0032,M0026,,0.17,1906.0,2249.0,1.9,1,1,10,0,0,11.38,0.832,85.4
2025-01-09 10:00:00,OP0048,M0013,,0.103,2078.0,2315.0,6.2,0,0,4,1,0,10.28,0.747,90.8
2025-01-09 10:00:00,OP0049,M0023,,0.167,1839.0,2184.0,2.9,1,0,5,1,0,8.44,0.821,70.4
2025-01-09 11:00:00,OP0024,M0018,,0.233,1897.0,2009.0,2.7,1,1,8,0,0,23.38,0.672,72.8
2025-01-09 12:03:00,OP0034,M0042,T00829,0.317,1315.0,1835.0,2.0,0,0,13,2,0,15.95,,57.5
2025-01-09 14:00:00,OP0002,M0022,,0.166,1714.0,1946.0,14.2,1,1,4,0,0,16.14,0.859,83.9
2025-01-09 14:00:00,OP0050,M0008,,0.126,1640.0,1828.0,2.0,0,0,7,0,0,13.59,1.048,99.2
2025-01-09 15:00:00,OP0048,M0032,,0.179,1783.0,1996.0,4.0,1,0,5,0,0,9.93,0.627,80.3
2025-01-10 06:00:00,OP0017,M0003,,0.184,1896.0,2270.0,6.0,0,1,3,0,0,24.78,0.66,84.5
2025-01-10 06:00:00,OP0019,M0019,,0.177,1850.0,2060.0,3.5,2,1,6,0,1,7.44,0.445,70.3
2025-01-10 07:00:00,OP0054,M0008,,0.01,1742.0,1872.0,3.7,1,1,7,0,0,13.03,0.74,98.9
2025-01-10 07:00:00,OP0051,M0020,,0.198,1794.0,2065.0,8.8,0,0,7,0,0,11.9,0.845,86.4
2025-01-10 08:00:00,OP0007,M0035,,0.197,1708.0,1923.0,10.2,1,0,4,2,0,13.43,0.686,73.3
2025-01-10 09:00:00,OP0030,M0020,,0.185,1706.0,2030.0,9.2,1,2,9,0,0,7.95,0.722,73.8
2025-01-10 09:00:00,OP0044,M0008,,0.112,1731.0,2100.0,4.3,1,1,8,0,0,16.79,1.043,87.3
2025-01-10 10:00:00,OP0027,M0003,,0.232,1549.0,1798.0,3.1,2,0,11,1,0,24.39,0.61,63.5
2025-01-10 11:00:00,OP0015,M0021,,0.225,1330.0,1679.0,6.9,1,1,7,0,0,17.07,0.368,79.3
2025-01-10 11:00:00,OP0044,M0001,,0.185,1788.0,1921.0,4.7,1,0,6,0,1,21.86,0.927,77.5
2025-01-10 13:00:00,OP0009,M0006,,0.299,2125.0,2256.0,6.6,1,1,8,3,0,12.17,0.674,55.5
2025-01-10 13:00:00,OP0053,M0026,,0.119,2500.0,2600.0,1.5,0,1,5,1,1,11.98,0.897,66.9
2025-01-10 13:00:00,OP0020,M0022,,0.265,1685.0,2002.0,16.5,1,2,6,3,0,23.99,0.58,47.9
2025-01-10 13:17:00,OP0011,M0034,T00100,0.212,1529.0,2101.0,1.7,0,0,25,0,0,14.97,,63.0
2025-01-10 13:45:00,OP0007,M0013,T00467,0.207,1607.0,2256.0,2.0,0,0,16,2,0,7.8,,67.0
2025-01-10 14:00:00,OP0048,M0021,,0.108,1789.0,2031.0,3.0,0,2,11,0,1,15.02,0.74,72.3
2025-01-10 14:00:00,OP0018,M0027,,0.06,1387.0,1595.0,3.6,1,2,5,0,0,14.12,0.461,91.1
2025-01-10 15:00:00,OP0025,M0034,,0.149,1968.0,2334.0,2.7,3,2,5,0,1,23.82,0.92,59.9
2025-01-10 15:00:00,OP0032,M0038,,0.077,2005.0,2144.0,1.5,0,1,8,0,0,21.54,0.903,83.5
2025-01-11 06:00:00,OP0012,M0005,,0.17,2367.0,2538.0,26.0,1,0,11,1,0,19.76,0.873,70.7
2025-01-11 07:35:00,OP0001,M0007,T00621,0.226,1687.0,2342.0,3.3,0,0,4,1,1,9.13,,68.2
2025-01-11 09:00:00,OP0050,M0004,,0.114,1895.0,2283.0,5.7,0,0,6,0,0,16.04,0.822,94.0
2025-01-11 09:00:00,OP0048,M0021,,0.092,1718.0,1894.0,6.5,2,1,2,1,0,11.27,0.717,85.9
2025-01-11 10:00:00,OP0029,M0004,,0.212,2099.0,2314.0,6.8,4,1,6,1,0,13.6,0.3,60.8
2025-01-11 10:53:00,OP0030,M0024,T00058,0.234,1591.0,2184.0,2.8,0,0,3,0,0,14.71,,85.8
2025-01-11 11:00:00,OP0021,M0019,,0.312,2145.0,2385.0,2.2,0,0,1,0,0,9.86,0.876,79.3
2025-01-11 11:00:00,OP0046,M0006,,0.291,2292.0,2600.0,7.7,1,0,6,0,0,12.97,0.548,80.8
2025-01-11 12:00:00,OP0049,M0010,,0.215,1873.0,2038.0,21.7,1,1,7,1,0,22.25,0.751,74.2
2025-01-11 12:00:00,OP0020,M0032,,0.19,1634.0,1981.0,3.9,0,0,7,1,1,16.11,0.6,63.3
2025-01-11 12:00:00,OP0039,M0005,,0.055,1841.0,2058.0,9.7,0,0,9,2,0,19.8,0.946,81.3
2025-01-11 13:30:00,OP0029,M0003,T00188,0.383,1369.0,2030.0,1.7,0,0,26,0,3,16.52,,27.5
2025-01-11 14:00:00,OP0016,M0015,,0.165,1655.0,1826.0,1.2,2,2,8,0,1,15.11,0.981,72.2
2025-01-11 14:00:00,OP0034,M0010,,0.218,1782.0,1891.0,28.6,0,1,7,1,0,19.88,0.653,72.3
2025-01-12 06:00:00,OP0040,M0010,,0.01,1809.0,2169.0,25.4,1,0,6,0,0,28.72,0.783,100.0
2025-01-12 06:00:00,OP0046,M0040,,0.296,1699.0,1952.0,14.8,2,0,9,1,1,10.41,0.653,53.3
2025-01-12 10:00:00,OP0013,M0006,,0.046,2051.0,2351.0,8.4,1,0,6,1,0,6.94,0.736,80.5
2025-01-12 10:00:00,OP0007,M0021,,0.225,1627.0,1728.0,12.7,1,3,5,3,0,12.08,0.521,53.4
2025-01-12 10:05:00,OP0049,M0028,T00693,0.312,1478.0,2170.0,1.5,0,0,23,3,0,13.98,,37.8
2025-01-12 11:00:00,OP0015,M0003,,0.238,1598.0,1794.0,5.0,0,0,4,0,0,14.9,0.411,87.8
2025-01-12 11:00:00,OP0041,M0025,,0.242,2069.0,2337.0,14.2,1,0,6,2,4,24.2,0.757,32.6
2025-01-12 11:00:00,OP0011,M0021,,0.228,1830.0,2135.0,5.9,1,0,6,0,1,7.33,0.564,70.5
2025-01-12 12:00:00,OP0001,M0030,,0.078,1893.0,2085.0,4.7,0,1,4,0,0,21.61,0.804,95.2
2025-01-12 12:00:00,OP0033,M0016,,0.095,1708.0,1852.0,6.7,1,1,6,0,0,5.51,0.817,80.4
2025-01-12 13:00:00,OP0042,M0024,,0.129,1718.0,1861.0,13.9,0,0,2,0,0,21.71,0.792,94.3
2025-01-12 13:00:00,OP0004,M0019,,0.036,2046.0,2321.0,7.5,1,0,5,0,0,6.0,1.06,98.7
