timestamp,machine_id,operator_id,task_id,fuel_start_l,fuel_end_l,fuel_used_l,fuel_rate_lph,operating_hours,idle_hours,idle_fuel_l,working_fuel_l,fuel_efficiency_l_per_hour,expected_fuel_rate_lph,fuel_deviation_percent
2025-03-25 13:58:00,M0035,OP0003,T00002,314.7,,1.95,9.74,0.2,0.05,0.14,1.81,9.74,14.5,-32.8
2025-03-25 14:10:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.05,0.14,1.81,9.74,14.5,-32.8
2025-03-25 14:22:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-03-25 14:34:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-03-25 14:46:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-03-25 14:58:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-03-25 15:10:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.04,0.14,1.81,9.74,14.5,-32.8
2025-03-25 15:22:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.04,0.14,1.81,9.74,14.5,-32.8
2025-03-25 15:34:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.04,0.14,1.81,9.74,14.5,-32.8
2025-03-25 15:46:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.04,0.14,1.81,9.74,14.5,-32.8
2025-03-25 15:58:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.04,0.14,1.81,9.74,14.5,-32.8
2025-03-25 16:10:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-03-25 16:22:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.04,0.14,1.81,9.74,14.5,-32.8
2025-03-25 16:34:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.04,0.14,1.81,9.74,14.5,-32.8
2025-03-25 16:46:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-03-25 16:58:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.05,0.14,1.81,9.74,14.5,-32.8
2025-03-25 17:10:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.05,0.14,1.81,9.74,14.5,-32.8
2025-03-25 17:22:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-03-25 17:34:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.05,0.14,1.81,9.74,14.5,-32.8
2025-03-25 17:46:00,M0035,OP0003,T00002,,,1.95,9.74,0.2,0.03,0.14,1.81,9.74,14.5,-32.8
2025-02-20 12:24:00,M0001,OP0026,T00003,425.6,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 12:36:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 12:48:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 13:00:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 13:12:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 13:24:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 13:36:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 13:48:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 14:00:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 14:12:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 14:24:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 14:36:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 14:48:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 15:00:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 15:12:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 15:24:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 15:36:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 15:48:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 16:00:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-02-20 16:12:00,M0001,OP0026,T00003,,,3.01,15.06,0.2,0.01,0.24,2.77,15.06,20.0,-24.7
2025-08-11 08:54:00,M0032,OP0041,T00004,336.9,,2.99,14.93,0.2,0.06,0.44,2.55,14.93,25.0,-40.3
2025-08-11 09:06:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.06,0.44,2.55,14.93,25.0,-40.3
2025-08-11 09:18:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 09:30:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 09:42:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.06,0.44,2.55,14.93,25.0,-40.3
2025-08-11 09:54:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.04,0.44,2.55,14.93,25.0,-40.3
2025-08-11 10:06:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 10:18:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 10:30:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.06,0.44,2.55,14.93,25.0,-40.3
2025-08-11 10:42:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.06,0.44,2.55,14.93,25.0,-40.3
2025-08-11 10:54:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.04,0.44,2.55,14.93,25.0,-40.3
2025-08-11 11:06:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 11:18:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 11:30:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 11:42:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.06,0.44,2.55,14.93,25.0,-40.3
2025-08-11 11:54:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 12:06:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 12:18:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.04,0.44,2.55,14.93,25.0,-40.3
2025-08-11 12:30:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.05,0.44,2.55,14.93,25.0,-40.3
2025-08-11 12:42:00,M0032,OP0041,T00004,,,2.99,14.93,0.2,0.06,0.44,2.55,14.93,25.0,-40.3
2025-04-05 14:27:00,M0004,OP0028,T00007,403.2,,1.64,8.18,0.2,0.04,0.21,1.43,8.18,14.5,-43.6
2025-04-05 14:39:00,M0004,OP0028,T00007,,,1.64,8.18,0.2,0.04,0.21,1.43,8.18,14.5,-43.6
2025-04-05 14:51:00,M0004,OP0028,T00007,,,1.64,8.18,0.2,0.05,0.21,1.43,8.18,14.5,-43.6
2025-04-05 15:03:00,M0004,OP0028,T00007,,,1.64,8.18,0.2,0.04,0.21,1.43,8.18,14.5,-43.6
2025-04-05 15:15:00,M0004,OP0028,T00007,,,1.64,8.18,0.2,0.03,0.21,1.43,8.18,14.5,-43.6
2025-04-05 15:27:00,M0004,OP0028,T00007,,,1.64,8.18,0.2,0.04,0.21,1.43,8.18,14.5,-43.6
2025-04-05 15:39:00,M0004,OP0028,T00007,,,0.14,8.18,0.02,0.0,0.02,0.12,8.18,14.5,-43.6
2025-05-01 12:14:00,M0003,OP0041,T00008,714.5,,3.32,16.6,0.2,0.06,0.31,3.01,16.6,25.0,-33.6
2025-05-01 12:26:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.07,0.31,3.01,16.6,25.0,-33.6
2025-05-01 12:38:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.05,0.31,3.01,16.6,25.0,-33.6
2025-05-01 12:50:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.06,0.31,3.01,16.6,25.0,-33.6
2025-05-01 13:02:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.06,0.31,3.01,16.6,25.0,-33.6
2025-05-01 13:14:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.07,0.31,3.01,16.6,25.0,-33.6
2025-05-01 13:26:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.07,0.31,3.01,16.6,25.0,-33.6
2025-05-01 13:38:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.06,0.31,3.01,16.6,25.0,-33.6
2025-05-01 13:50:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.07,0.31,3.01,16.6,25.0,-33.6
2025-05-01 14:02:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.05,0.31,3.01,16.6,25.0,-33.6
2025-05-01 14:14:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.05,0.31,3.01,16.6,25.0,-33.6
2025-05-01 14:26:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.07,0.31,3.01,16.6,25.0,-33.6
2025-05-01 14:38:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.04,0.31,3.01,16.6,25.0,-33.6
2025-05-01 14:50:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.06,0.31,3.01,16.6,25.0,-33.6
2025-05-01 15:02:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.06,0.31,3.01,16.6,25.0,-33.6
2025-05-01 15:14:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.06,0.31,3.01,16.6,25.0,-33.6
2025-05-01 15:26:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.07,0.31,3.01,16.6,25.0,-33.6
2025-05-01 15:38:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.05,0.31,3.01,16.6,25.0,-33.6
2025-05-01 15:50:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.04,0.31,3.01,16.6,25.0,-33.6
2025-05-01 16:02:00,M0003,OP0041,T00008,,,3.32,16.6,0.2,0.07,0.31,3.01,16.6,25.0,-33.6
2025-05-21 07:40:00,M0036,OP0053,T00010,589.9,,5.29,26.43,0.2,0.04,0.38,4.91,26.43,25.0,5.7
2025-05-21 07:52:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.04,0.38,4.91,26.43,25.0,5.7
2025-05-21 08:04:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 08:16:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 08:28:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 08:40:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.02,0.38,4.91,26.43,25.0,5.7
2025-05-21 08:52:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 09:04:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 09:16:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.02,0.38,4.91,26.43,25.0,5.7
2025-05-21 09:28:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.04,0.38,4.91,26.43,25.0,5.7
2025-05-21 09:40:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 09:52:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.02,0.38,4.91,26.43,25.0,5.7
2025-05-21 10:04:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 10:16:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.02,0.38,4.91,26.43,25.0,5.7
2025-05-21 10:28:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 10:40:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.02,0.38,4.91,26.43,25.0,5.7
2025-05-21 10:52:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.04,0.38,4.91,26.43,25.0,5.7
2025-05-21 11:04:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-05-21 11:16:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.04,0.38,4.91,26.43,25.0,5.7
2025-05-21 11:28:00,M0036,OP0053,T00010,,,5.29,26.43,0.2,0.03,0.38,4.91,26.43,25.0,5.7
2025-03-01 14:31:00,M0029,OP0012,T00013,378.2,,3.82,19.09,0.2,0.03,0.25,3.57,19.09,25.0,-23.7
2025-03-01 14:43:00,M0029,OP0012,T00013,,,3.82,19.09,0.2,0.03,0.25,3.57,19.09,25.0,-23.7
2025-03-01 14:55:00,M0029,OP0012,T00013,,,3.82,19.09,0.2,0.03,0.25,3.57,19.09,25.0,-23.7
2025-03-01 15:07:00,M0029,OP0012,T00013,,,2.23,19.09,0.12,0.01,0.15,2.08,19.09,25.0,-23.7
2025-01-30 15:11:00,M0008,OP0016,T00014,548.4,,3.44,17.19,0.2,0.05,0.25,3.19,17.19,20.0,-14.1
2025-01-30 15:23:00,M0008,OP0016,T00014,,,3.44,17.19,0.2,0.06,0.25,3.19,17.19,20.0,-14.1
2025-01-30 15:35:00,M0008,OP0016,T00014,,,3.44,17.19,0.2,0.06,0.25,3.19,17.19,20.0,-14.1
2025-01-30 15:47:00,M0008,OP0016,T00014,,,3.44,17.19,0.2,0.05,0.25,3.19,17.19,20.0,-14.1
2025-01-30 15:59:00,M0008,OP0016,T00014,,,3.44,17.19,0.2,0.05,0.25,3.19,17.19,20.0,-14.1
2025-01-30 16:11:00,M0008,OP0016,T00014,,,3.44,17.19,0.2,0.04,0.25,3.19,17.19,20.0,-14.1
2025-01-30 16:23:00,M0008,OP0016,T00014,,,2.86,17.19,0.17,0.04,0.2,2.66,17.19,20.0,-14.1
2025-01-02 13:38:00,M0023,OP0010,T00017,376.9,,3.72,18.59,0.2,0.02,0.11,3.61,18.59,19.5,-4.6
2025-01-02 13:50:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.02,0.11,3.61,18.59,19.5,-4.6
2025-01-02 14:02:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.02,0.11,3.61,18.59,19.5,-4.6
2025-01-02 14:14:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.03,0.11,3.61,18.59,19.5,-4.6
2025-01-02 14:26:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.04,0.11,3.61,18.59,19.5,-4.6
2025-01-02 14:38:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.02,0.11,3.61,18.59,19.5,-4.6
2025-01-02 14:50:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.02,0.11,3.61,18.59,19.5,-4.6
2025-01-02 15:02:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.03,0.11,3.61,18.59,19.5,-4.6
2025-01-02 15:14:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.03,0.11,3.61,18.59,19.5,-4.6
2025-01-02 15:26:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.02,0.11,3.61,18.59,19.5,-4.6
2025-01-02 15:38:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.03,0.11,3.61,18.59,19.5,-4.6
2025-01-02 15:50:00,M0023,OP0010,T00017,,,3.72,18.59,0.2,0.03,0.11,3.61,18.59,19.5,-4.6
2025-01-02 16:02:00,M0023,OP0010,T00017,,,1.86,18.59,0.1,0.01,0.05,1.81,18.59,19.5,-4.6
2025-08-19 14:48:00,M0038,OP0049,T00019,411.6,,3.08,15.41,0.2,0.04,0.41,2.67,15.41,25.0,-38.4
2025-08-19 15:00:00,M0038,OP0049,T00019,,,3.08,15.41,0.2,0.04,0.41,2.67,15.41,25.0,-38.4
2025-08-19 15:12:00,M0038,OP0049,T00019,,,3.08,15.41,0.2,0.04,0.41,2.67,15.41,25.0,-38.4
2025-08-19 15:24:00,M0038,OP0049,T00019,,,3.08,15.41,0.2,0.03,0.41,2.67,15.41,25.0,-38.4
2025-08-19 15:36:00,M0038,OP0049,T00019,,,1.03,15.41,0.07,0.01,0.14,0.89,15.41,25.0,-38.4
2025-05-20 13:57:00,M0008,OP0027,T00020,437.5,,2.54,12.69,0.2,0.05,0.18,2.36,12.69,20.0,-36.6
2025-05-20 14:09:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.05,0.18,2.36,12.69,20.0,-36.6
2025-05-20 14:21:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.04,0.18,2.36,12.69,20.0,-36.6
2025-05-20 14:33:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.06,0.18,2.36,12.69,20.0,-36.6
2025-05-20 14:45:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.05,0.18,2.36,12.69,20.0,-36.6
2025-05-20 14:57:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.07,0.18,2.36,12.69,20.0,-36.6
2025-05-20 15:09:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.05,0.18,2.36,12.69,20.0,-36.6
2025-05-20 15:21:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.06,0.18,2.36,12.69,20.0,-36.6
2025-05-20 15:33:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.04,0.18,2.36,12.69,20.0,-36.6
2025-05-20 15:45:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.04,0.18,2.36,12.69,20.0,-36.6
2025-05-20 15:57:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.06,0.18,2.36,12.69,20.0,-36.6
2025-05-20 16:09:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.06,0.18,2.36,12.69,20.0,-36.6
2025-05-20 16:21:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.07,0.18,2.36,12.69,20.0,-36.6
2025-05-20 16:33:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.06,0.18,2.36,12.69,20.0,-36.6
2025-05-20 16:45:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.04,0.18,2.36,12.69,20.0,-36.6
2025-05-20 16:57:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.05,0.18,2.36,12.69,20.0,-36.6
2025-05-20 17:09:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.07,0.18,2.36,12.69,20.0,-36.6
2025-05-20 17:21:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.05,0.18,2.36,12.69,20.0,-36.6
2025-05-20 17:33:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.05,0.18,2.36,12.69,20.0,-36.6
2025-05-20 17:45:00,M0008,OP0027,T00020,,,2.54,12.69,0.2,0.04,0.18,2.36,12.69,20.0,-36.6
2025-04-24 09:48:00,M0035,OP0038,T00021,222.3,,2.27,11.37,0.2,0.05,0.13,2.15,11.37,14.5,-21.6
2025-04-24 10:00:00,M0035,OP0038,T00021,,,2.27,11.37,0.2,0.04,0.13,2.15,11.37,14.5,-21.6
2025-04-24 10:12:00,M0035,OP0038,T00021,,,2.27,11.37,0.2,0.06,0.13,2.15,11.37,14.5,-21.6
2025-04-24 10:24:00,M0035,OP0038,T00021,,,2.27,11.37,0.2,0.04,0.13,2.15,11.37,14.5,-21.6
2025-04-24 10:36:00,M0035,OP0038,T00021,,,2.27,11.37,0.2,0.05,0.13,2.15,11.37,14.5,-21.6
2025-04-24 10:48:00,M0035,OP0038,T00021,,,2.27,11.37,0.2,0.05,0.13,2.15,11.37,14.5,-21.6
2025-04-24 11:00:00,M0035,OP0038,T00021,,,2.27,11.37,0.2,0.05,0.13,2.15,11.37,14.5,-21.6
2025-04-24 11:12:00,M0035,OP0038,T00021,,,2.27,11.37,0.2,0.06,0.13,2.15,11.37,14.5,-21.6
2025-04-24 11:24:00,M0035,OP0038,T00021,,,1.52,11.37,0.13,0.04,0.08,1.43,11.37,14.5,-21.6
2025-01-30 15:47:00,M0038,OP0022,T00023,430.6,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 15:59:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 16:11:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 16:23:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 16:35:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 16:47:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 16:59:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 17:11:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 17:23:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 17:35:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 17:47:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 17:59:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 18:11:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 18:23:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 18:35:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 18:47:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 18:59:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 19:11:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 19:23:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-01-30 19:35:00,M0038,OP0022,T00023,,,4.26,21.31,0.2,0.01,0.15,4.11,21.31,25.0,-14.7
2025-06-25 13:56:00,M0021,OP0048,T00024,235.7,,2.22,11.09,0.2,0.05,0.12,2.1,11.09,14.5,-23.5
2025-06-25 14:08:00,M0021,OP0048,T00024,,,2.22,11.09,0.2,0.04,0.12,2.1,11.09,14.5,-23.5
2025-06-25 14:20:00,M0021,OP0048,T00024,,,2.22,11.09,0.2,0.05,0.12,2.1,11.09,14.5,-23.5
2025-06-25 14:32:00,M0021,OP0048,T00024,,,2.22,11.09,0.2,0.04,0.12,2.1,11.09,14.5,-23.5
2025-06-25 14:44:00,M0021,OP0048,T00024,,,2.22,11.09,0.2,0.04,0.12,2.1,11.09,14.5,-23.5
2025-06-25 14:56:00,M0021,OP0048,T00024,,,2.22,11.09,0.2,0.04,0.12,2.1,11.09,14.5,-23.5
