timestamp,site_id,temperature_c,humidity_percent,rainfall_mm,wind_speed_kmh,weather_condition,visibility_m,soil_moisture_percent,soil_type,terrain_slope_percent,ground_condition,dust_level
2025-01-03 13:00:00,ST004,26.5,54.6,0.0,18.4,SUNNY,6112.0,9.4,SANDY,18.7,DRY,HIGH
2025-01-03 19:00:00,ST004,30.2,49.3,0.0,18.9,SUNNY,9029.0,10.2,SANDY,18.7,DRY,MEDIUM
2025-01-03 06:00:00,ST005,19.1,95.6,0.0,14.2,CLOUDY,8326.0,8.5,GRAVEL,26.2,DRY,MEDIUM
2025-01-03 13:00:00,ST005,24.8,79.0,0.7,12.0,FOG,284.0,14.0,GRAVEL,26.2,NORMAL,LOW
2025-01-03 19:00:00,ST005,20.4,65.2,0.0,9.6,CLOUDY,4938.0,7.3,GRAVEL,26.2,LOOSE,LOW
2025-01-03 06:00:00,ST006,21.5,97.2,0.0,0.7,SUNNY,9685.0,8.9,LOAMY,6.7,DRY,MEDIUM
2025-01-03 13:00:00,ST006,19.9,60.0,0.0,7.7,SUNNY,8232.0,14.5,LOAMY,6.7,NORMAL,LOW
2025-01-03 19:00:00,ST006,26.2,58.5,0.0,0.1,SUNNY,9699.0,3.3,LOAMY,6.7,LOOSE,LOW
2025-01-03 06:00:00,ST007,31.1,41.0,0.0,8.7,SUNNY,5527.0,12.9,MIXED,0.0,NORMAL,LOW
2025-01-03 13:00:00,ST007,33.9,51.8,0.0,9.4,SUNNY,7203.0,11.1,MIXED,0.0,DRY,LOW
2025-01-03 19:00:00,ST007,31.1,48.2,0.0,14.4,SUNNY,4352.0,9.8,MIXED,0.0,LOOSE,MEDIUM
2025-01-03 06:00:00,ST008,20.2,80.2,8.1,17.8,RAINY,1778.0,23.2,GRAVEL,11.8,NORMAL,LOW
2025-01-03 13:00:00,ST008,22.7,38.5,0.0,11.5,SUNNY,7337.0,14.9,GRAVEL,11.8,COMPACT,MEDIUM
2025-01-03 19:00:00,ST008,23.9,38.8,0.0,5.5,SUNNY,8223.0,7.4,GRAVEL,11.8,DRY,
2025-01-03 06:00:00,ST009,33.6,42.9,0.0,11.6,SUNNY,5846.0,14.5,LOAMY,0.2,NORMAL,MEDIUM
2025-01-03 13:00:00,ST009,33.2,54.2,0.0,21.8,SUNNY,9693.0,11.6,LOAMY,0.2,DRY,MEDIUM
2025-01-03 19:00:00,ST009,30.1,60.0,0.0,18.1,SUNNY,7589.0,14.8,LOAMY,0.2,COMPACT,MEDIUM
2025-01-03 06:00:00,ST010,20.6,64.1,0.0,10.0,SUNNY,6978.0,9.7,ROCKY,2.7,DRY,MEDIUM
2025-01-03 13:00:00,ST010,25.4,56.9,0.0,0.0,SUNNY,5254.0,21.4,ROCKY,2.7,NORMAL,LOW
2025-01-03 19:00:00,ST010,21.1,71.6,0.0,12.0,SUNNY,6570.0,13.8,ROCKY,2.7,COMPACT,LOW
2025-01-03 06:00:00,ST011,24.1,73.0,0.0,,CLOUDY,8342.0,16.6,MIXED,0.7,COMPACT,MEDIUM
2025-01-03 13:00:00,ST011,25.0,47.6,0.0,10.0,CLOUDY,5408.0,9.8,MIXED,0.7,DRY,MEDIUM
2025-01-03 19:00:00,ST011,23.8,74.4,0.0,14.6,CLOUDY,8984.0,13.4,MIXED,0.7,NORMAL,MEDIUM
2025-01-03 06:00:00,ST012,19.4,88.5,0.0,8.4,CLOUDY,6773.0,18.3,ROCKY,5.5,NORMAL,LOW
2025-01-03 13:00:00,ST012,24.2,21.7,0.0,15.4,CLOUDY,4803.0,17.0,ROCKY,5.5,COMPACT,LOW
2025-01-03 19:00:00,ST012,20.8,,0.0,9.8,CLOUDY,9923.0,16.2,ROCKY,5.5,COMPACT,LOW
2025-01-03 06:00:00,ST013,13.4,67.2,0.0,3.3,CLOUDY,5546.0,8.5,MIXED,0.8,DRY,LOW
2025-01-03 13:00:00,ST013,19.9,54.4,0.0,7.9,CLOUDY,8835.0,3.0,MIXED,0.8,DRY,LOW
2025-01-03 19:00:00,ST013,20.3,78.5,0.0,3.2,CLOUDY,6501.0,14.4,MIXED,0.8,NORMAL,LOW
2025-01-03 06:00:00,ST014,17.0,76.4,0.8,7.3,FOG,274.0,3.0,ROCKY,0.4,DRY,LOW
2025-01-03 13:00:00,ST014,24.4,53.7,0.0,6.7,CLOUDY,8310.0,4.3,ROCKY,0.4,DRY,LOW
2025-01-03 19:00:00,ST014,18.3,65.0,0.0,12.3,CLOUDY,8537.0,3.0,ROCKY,0.4,DRY,LOW
2025-01-03 06:00:00,ST015,26.0,52.3,0.0,5.8,SUNNY,7511.0,9.8,LOAMY,3.0,LOOSE,MEDIUM
2025-01-03 13:00:00,ST015,29.9,42.0,0.0,1.8,SUNNY,5639.0,10.2,LOAMY,3.0,LOOSE,MEDIUM
2025-01-03 19:00:00,ST015,31.9,58.4,30.3,38.2,STORM,257.0,82.2,LOAMY,3.0,MUDDY,LOW
2025-01-04 06:00:00,ST001,16.8,48.5,0.0,10.6,CLOUDY,5158.0,22.5,MIXED,12.2,COMPACT,LOW
2025-01-04 13:00:00,ST001,13.6,70.4,0.0,6.1,CLOUDY,6300.0,10.8,MIXED,12.2,LOOSE,LOW
2025-01-04 19:00:00,ST001,12.9,59.1,0.0,14.2,CLOUDY,9540.0,12.4,MIXED,12.2,NORMAL,LOW
2025-01-04 06:00:00,ST002,30.0,48.1,0.0,15.6,CLOUDY,8975.0,9.3,ROCKY,8.1,DRY,MEDIUM
2025-01-04 13:00:00,ST002,34.4,56.3,0.0,16.5,CLOUDY,6519.0,3.0,ROCKY,8.1,DRY,
2025-01-04 19:00:00,ST002,33.1,37.2,0.0,9.7,CLOUDY,5291.0,9.8,ROCKY,8.1,DRY,LOW
2025-01-04 06:00:00,ST003,16.2,63.8,0.0,45.2,WINDY,6788.0,3.0,MIXED,2.8,LOOSE,HIGH
2025-01-04 13:00:00,ST003,17.7,58.3,0.0,17.6,SUNNY,4074.0,11.4,MIXED,2.8,DRY,MEDIUM
2025-01-04 19:00:00,ST003,17.9,67.2,0.0,35.3,WINDY,4918.0,8.2,MIXED,2.8,DRY,MEDIUM
2025-01-04 06:00:00,ST004,25.0,63.3,0.0,36.6,WINDY,5782.0,14.4,SANDY,18.7,NORMAL,HIGH
2025-01-04 13:00:00,ST004,27.3,68.6,0.0,38.6,WINDY,3248.0,20.5,SANDY,18.7,NORMAL,MEDIUM
2025-01-04 19:00:00,ST004,22.9,80.2,0.8,14.9,FOG,201.0,12.2,SANDY,18.7,COMPACT,LOW
2025-01-04 06:00:00,ST005,19.4,53.0,0.1,11.6,FOG,41.0,10.3,GRAVEL,26.2,DRY,LOW
2025-01-04 13:00:00,ST005,27.3,88.1,0.8,8.1,FOG,210.0,18.3,GRAVEL,26.2,COMPACT,LOW
2025-01-04 19:00:00,ST005,24.0,87.2,6.8,19.3,RAINY,1076.0,20.7,GRAVEL,26.2,NORMAL,LOW
2025-01-04 06:00:00,ST006,19.7,29.8,0.0,7.1,CLOUDY,8916.0,3.0,LOAMY,6.7,LOOSE,LOW
2025-01-04 13:00:00,ST006,25.0,76.5,0.0,13.5,CLOUDY,9413.0,12.2,LOAMY,6.7,COMPACT,LOW
2025-01-04 19:00:00,ST006,18.6,58.0,0.0,9.3,CLOUDY,6056.0,14.3,LOAMY,6.7,NORMAL,LOW
2025-01-04 06:00:00,ST007,30.3,42.8,0.0,34.6,WINDY,4256.0,18.9,MIXED,0.0,NORMAL,HIGH
2025-01-04 13:00:00,ST007,34.7,61.9,0.0,32.0,WINDY,8290.0,19.1,MIXED,0.0,COMPACT,HIGH
2025-01-04 19:00:00,ST007,37.2,62.0,0.0,39.9,WINDY,7467.0,7.9,MIXED,0.0,LOOSE,MEDIUM
2025-01-04 06:00:00,ST008,23.7,53.7,0.0,11.4,SUNNY,5476.0,7.5,GRAVEL,11.8,LOOSE,LOW
2025-01-04 13:00:00,ST008,26.7,35.0,0.0,3.9,SUNNY,7686.0,9.0,GRAVEL,11.8,DRY,LOW
2025-01-04 19:00:00,ST008,22.7,69.0,0.0,7.5,SUNNY,8474.0,8.6,GRAVEL,11.8,LOOSE,LOW
2025-01-04 06:00:00,ST009,30.1,75.3,0.0,23.0,SUNNY,8028.0,11.8,LOAMY,0.2,DRY,HIGH
2025-01-04 13:00:00,ST009,35.0,72.1,0.0,22.0,SUNNY,4193.0,10.9,LOAMY,0.2,LOOSE,HIGH
2025-01-04 19:00:00,ST009,32.8,40.5,0.0,13.3,SUNNY,6810.0,11.2,LOAMY,0.2,DRY,LOW
2025-01-04 06:00:00,ST010,13.8,74.3,0.0,29.3,WINDY,6019.0,9.1,ROCKY,2.7,DRY,HIGH
2025-01-04 13:00:00,ST010,24.2,39.9,0.0,32.0,WINDY,4008.0,4.9,ROCKY,2.7,LOOSE,MEDIUM
2025-01-04 19:00:00,ST010,20.4,54.7,0.0,30.3,WINDY,6330.0,19.2,ROCKY,2.7,NORMAL,MEDIUM
2025-01-04 06:00:00,ST011,25.2,87.6,0.1,9.3,FOG,85.0,11.1,MIXED,0.7,DRY,LOW
2025-01-04 13:00:00,ST011,22.0,82.1,0.5,13.4,FOG,99.0,3.6,MIXED,0.7,LOOSE,LOW
2025-01-04 19:00:00,ST011,23.6,49.5,0.0,19.2,CLOUDY,8191.0,14.5,MIXED,0.7,NORMAL,LOW
2025-01-04 06:00:00,ST012,20.5,72.8,0.0,10.3,SUNNY,8052.0,14.0,ROCKY,5.5,COMPACT,LOW
2025-01-04 13:00:00,ST012,22.8,65.6,0.0,9.2,SUNNY,6128.0,11.3,ROCKY,5.5,DRY,LOW
2025-01-04 19:00:00,ST012,21.3,70.6,0.0,5.2,SUNNY,7827.0,18.4,ROCKY,5.5,NORMAL,MEDIUM
2025-01-04 06:00:00,ST013,13.5,82.6,0.0,2.1,CLOUDY,8439.0,5.5,MIXED,0.8,LOOSE,LOW
2025-01-04 13:00:00,ST013,17.4,40.8,0.0,6.2,CLOUDY,9989.0,19.0,MIXED,0.8,NORMAL,LOW
2025-01-04 19:00:00,ST013,10.0,97.4,13.0,26.3,STORM,66.0,44.3,MIXED,0.8,WET,LOW
2025-01-04 06:00:00,ST014,22.5,62.0,13.9,10.7,RAINY,1455.0,31.6,ROCKY,0.4,COMPACT,LOW
2025-01-04 13:00:00,ST014,22.9,93.3,4.1,,RAINY,1552.0,25.3,ROCKY,0.4,NORMAL,LOW
2025-01-04 19:00:00,ST014,24.7,88.7,10.0,14.3,RAINY,760.0,36.2,ROCKY,0.4,NORMAL,LOW
2025-01-04 06:00:00,ST015,30.9,45.1,0.0,10.4,SUNNY,5395.0,13.9,LOAMY,3.0,COMPACT,MEDIUM
2025-01-04 13:00:00,ST015,30.2,48.3,0.0,14.3,SUNNY,8548.0,8.1,LOAMY,3.0,LOOSE,LOW
2025-01-04 19:00:00,ST015,31.3,63.4,0.0,7.3,SUNNY,5906.0,8.8,LOAMY,3.0,DRY,MEDIUM
2025-01-05 06:00:00,ST001,13.2,80.9,0.0,2.6,CLOUDY,4122.0,5.1,MIXED,12.2,DRY,LOW
2025-01-05 13:00:00,ST001,16.0,55.1,0.0,8.1,CLOUDY,4561.0,15.9,MIXED,12.2,NORMAL,LOW
2025-01-05 19:00:00,ST001,16.1,65.1,0.0,6.1,CLOUDY,4761.0,11.4,MIXED,12.2,LOOSE,LOW
2025-01-05 06:00:00,ST002,33.4,69.6,0.0,8.5,SUNNY,6521.0,11.5,ROCKY,8.1,LOOSE,LOW
2025-01-05 13:00:00,ST002,35.7,52.5,0.0,42.0,WINDY,3346.0,15.7,ROCKY,8.1,NORMAL,HIGH
2025-01-05 19:00:00,ST002,31.9,66.8,0.0,34.3,WINDY,3930.0,19.2,ROCKY,8.1,COMPACT,MEDIUM
2025-01-05 06:00:00,ST003,15.7,49.9,0.0,14.2,SUNNY,7539.0,15.2,MIXED,2.8,NORMAL,LOW
2025-01-05 13:00:00,ST003,16.8,62.7,0.0,41.2,WINDY,8291.0,14.9,MIXED,2.8,NORMAL,MEDIUM
2025-01-05 19:00:00,ST003,13.2,81.8,14.8,19.9,RAINY,1685.0,40.4,MIXED,2.8,WET,LOW
2025-01-05 06:00:00,ST004,24.7,55.0,0.0,18.8,SUNNY,8660.0,12.7,SANDY,18.7,COMPACT,HIGH
2025-01-05 13:00:00,ST004,27.4,53.6,0.0,15.0,SUNNY,9819.0,5.9,SANDY,18.7,DRY,LOW
2025-01-05 19:00:00,ST004,26.4,46.6,0.0,12.0,SUNNY,5100.0,9.3,SANDY,18.7,LOOSE,LOW
2025-01-05 06:00:00,ST005,20.0,62.0,0.7,9.1,FOG,226.0,12.9,GRAVEL,26.2,NORMAL,LOW
2025-01-05 13:00:00,ST005,29.3,100.0,0.1,11.4,FOG,56.0,8.5,GRAVEL,26.2,DRY,LOW
2025-01-05 19:00:00,ST005,20.8,69.9,0.3,9.9,FOG,186.0,5.6,GRAVEL,26.2,LOOSE,LOW
2025-01-05 06:00:00,ST006,16.5,13.9,0.0,33.7,WINDY,3507.0,10.0,LOAMY,6.7,DRY,MEDIUM
2025-01-05 13:00:00,ST006,21.1,78.0,28.6,40.0,STORM,148.0,84.8,LOAMY,6.7,WET,LOW
2025-01-05 19:00:00,ST006,20.2,17.3,0.0,,WINDY,6424.0,14.7,LOAMY,6.7,NORMAL,
2025-01-05 06:00:00,ST007,30.1,44.0,0.0,12.8,CLOUDY,5381.0,19.0,MIXED,0.0,COMPACT,LOW
2025-01-05 13:00:00,ST007,36.4,54.2,0.0,12.5,CLOUDY,9546.0,12.6,MIXED,0.0,NORMAL,MEDIUM
2025-01-05 19:00:00,ST007,29.9,53.1,0.0,10.2,CLOUDY,5492.0,11.6,MIXED,0.0,DRY,LOW
2025-01-05 06:00:00,ST008,23.7,58.2,0.0,17.0,CLOUDY,5619.0,18.9,GRAVEL,11.8,NORMAL,
2025-01-05 13:00:00,ST008,30.6,47.7,0.0,7.5,CLOUDY,5092.0,23.7,GRAVEL,11.8,NORMAL,LOW
2025-01-05 19:00:00,ST008,24.4,84.5,0.0,4.4,CLOUDY,9441.0,9.7,GRAVEL,11.8,LOOSE,LOW
